Date,County,State,Vehicle Primary Use,Battery Electric Vehicles (BEVs),Plug-In Hybrid Electric Vehicles (PHEVs),Electric Vehicle (EV) Total,Non-Electric Vehicle Total,Total Vehicles,Percent Electric Vehicles
July 31 2020,Sacramento,CA,Passenger,1,0,1,265,266,0.38
July 31 2020,Santa Clara,CA,Passenger,8,2,10,286,296,3.38
July 31 2020,Shelby,TN,Passenger,0,1,1,85,86,1.16
July 31 2020,Suffolk,VA,Passenger,1,0,1,126,127,0.79
July 31 2020,Clallam,WA,Truck,1,0,1,21696,21697,0.00
July 31 2020,Contra Costa,CA,Passenger,4,3,7,312,319,2.19
July 31 2020,Deschutes,OR,Passenger,2,0,2,129,131,1.53
July 31 2020,Douglas,WA,Passenger,75,41,116,28053,28169,0.41
July 31 2020,Ferry,WA,Truck,0,0,0,3566,3566,0.00
July 31 2020,Frederick,MD,Passenger,1,1,2,75,77,2.60
July 31 2020,Middlesex,MA,Passenger,1,1,2,97,99,2.02
July 31 2020,Monroe,IL,Passenger,1,0,1,4,5,20.00
July 31 2020,Montgomery,OH,Passenger,0,1,1,48,49,2.04
July 31 2020,Moore,NC,Passenger,0,2,2,158,160,1.25
July 31 2020,Okaloosa,FL,Passenger,0,1,1,141,142,0.70
July 31 2020,Pima,AZ,Passenger,3,1,4,338,342,1.17
July 31 2020,Pinellas,FL,Passenger,1,1,2,109,111,1.80
July 31 2020,Polk,FL,Passenger,1,0,1,64,65,1.54
May 31 2020,Ventura,CA,Passenger,1,2,3,290,293,1.02
May 31 2020,Virginia Beach,VA,Passenger,1,0,1,679,680,0.15
May 31 2020,Yakima,WA,Passenger,131,117,248,165024,165272,0.15
June 30 2020,Adams,WA,Passenger,9,7,16,12786,12802,0.12
June 30 2020,Arapahoe,CO,Passenger,1,0,1,130,131,0.76
June 30 2020,Benton,WA,Passenger,359,321,680,134233,134913,0.50
June 30 2020,Putnam,TN,Passenger,0,1,1,3,4,25.00
June 30 2020,Sacramento,CA,Passenger,1,0,1,267,268,0.37
June 30 2020,Santa Cruz,CA,Passenger,1,0,1,33,34,2.94
June 30 2020,Sarasota,FL,Passenger,2,0,2,26,28,7.14
June 30 2020,Shelby,TN,Passenger,0,1,1,87,88,1.14
June 30 2020,Spartanburg,SC,Passenger,0,1,1,46,47,2.13
June 30 2020,St. Clair,IL,Passenger,1,0,1,139,140,0.71
June 30 2020,Travis,TX,Passenger,2,1,3,178,181,1.66
June 30 2020,Virginia Beach,VA,Passenger,1,0,1,676,677,0.15
April 30 2020,Yakima,WA,Truck,0,0,0,59518,59518,0.00
May 31 2020,Alameda,CA,Passenger,2,1,3,270,273,1.10
May 31 2020,Brevard,FL,Passenger,0,1,1,83,84,1.19
May 31 2020,Carroll,NH,Passenger,0,1,1,4,5,20.00
May 31 2020,Charles,MD,Passenger,1,1,2,74,76,2.63
May 31 2020,Clay,FL,Passenger,0,1,1,81,82,1.22
May 31 2020,Denton,TX,Passenger,1,0,1,90,91,1.10
May 31 2020,Douglas,NE,Passenger,0,1,1,54,55,1.82
June 30 2020,El Paso,CO,Passenger,2,0,2,731,733,0.27
June 30 2020,Erie,NY,Passenger,1,0,1,44,45,2.22
June 30 2020,Franklin,WA,Truck,0,0,0,19972,19972,0.00
June 30 2020,Guadalupe,TX,Passenger,1,0,1,64,65,1.54
June 30 2020,Jefferson,CO,Passenger,0,1,1,61,62,1.61
June 30 2020,Jones,GA,Passenger,1,0,1,1,2,50.00
June 30 2020,Kern,CA,Passenger,0,1,1,226,227,0.44
June 30 2020,Kitsap,WA,Truck,0,0,0,54070,54070,0.00
June 30 2020,Kittitas,WA,Truck,0,0,0,14588,14588,0.00
July 31 2020,Harrison,MS,Passenger,1,0,1,54,55,1.82
July 31 2020,Klickitat,WA,Passenger,56,43,99,15115,15214,0.65
July 31 2020,Lake,IL,Passenger,1,0,1,162,163,0.61
July 31 2020,Manassas,VA,Passenger,0,1,1,4,5,20.00
July 31 2020,Maricopa,AZ,Passenger,5,7,12,1397,1409,0.85
July 31 2020,San Mateo,CA,Passenger,0,1,1,109,110,0.91
July 31 2020,Sarasota,FL,Passenger,2,0,2,25,27,7.41
July 31 2020,Stevens,WA,Passenger,37,35,72,30629,30701,0.23
July 31 2020,Stevens,WA,Truck,0,0,0,18672,18672,0.00
July 31 2020,Twin Falls,ID,Passenger,0,1,1,22,23,4.35
July 31 2020,Vigo,IN,Passenger,1,0,1,5,6,16.67
July 31 2020,Wahkiakum,WA,Truck,0,0,0,1742,1742,0.00
July 31 2020,Washoe,NV,Passenger,1,0,1,100,101,0.99
June 30 2020,Pend Oreille,WA,Passenger,7,6,13,9242,9255,0.14
June 30 2020,Pend Oreille,WA,Truck,0,0,0,5761,5761,0.00
June 30 2020,Placer,CA,Passenger,2,0,2,90,92,2.17
June 30 2020,RÃ­o Grande,PR,Passenger,1,0,1,1,2,50.00
June 30 2020,Ramsey,MN,Passenger,1,0,1,39,40,2.50
June 30 2020,San Diego,CA,Passenger,14,6,20,2778,2798,0.71
June 30 2020,Skamania,WA,Passenger,31,17,48,8481,8529,0.56
June 30 2020,Boone,MO,Passenger,0,1,1,10,11,9.09
June 30 2020,Boulder,CO,Passenger,0,1,1,43,44,2.27
June 30 2020,Broward,FL,Passenger,2,1,3,109,112,2.68
June 30 2020,Bucks,PA,Passenger,1,0,1,19,20,5.00
June 30 2020,Cape May,NJ,Passenger,0,1,1,13,14,7.14
June 30 2020,Cascade,MT,Passenger,0,1,1,54,55,1.82
June 30 2020,Clallam,WA,Passenger,228,168,396,50090,50486,0.78
June 30 2020,Cowlitz,WA,Truck,0,0,0,28867,28867,0.00
June 30 2020,Dakota,MN,Passenger,0,1,1,33,34,2.94
June 30 2020,DeKalb,IN,Passenger,1,0,1,1,2,50.00
June 30 2020,Fairfax,VA,Passenger,4,3,7,732,739,0.95
July 31 2020,Maui,HI,Passenger,1,0,1,32,33,3.03
July 31 2020,Prince George's,MD,Passenger,1,1,2,154,156,1.28
July 31 2020,Randolph,NC,Passenger,1,0,1,7,8,12.50
June 30 2020,Whitman,WA,Passenger,44,48,92,22140,22232,0.41
June 30 2020,Yakima,WA,Truck,0,0,0,59897,59897,0.00
July 31 2020,Alameda,CA,Passenger,2,0,2,263,265,0.75
July 31 2020,Arlington,VA,Passenger,0,2,2,149,151,1.32
July 31 2020,Boone,MO,Passenger,0,1,1,10,11,9.09
July 31 2020,Boulder,CO,Passenger,0,1,1,44,45,2.22
July 31 2020,Bradley,TN,Passenger,1,0,1,3,4,25.00
July 31 2020,Bucks,PA,Passenger,1,0,1,20,21,4.76
July 31 2020,Camden,NJ,Passenger,0,1,1,22,23,4.35
July 31 2020,Cape May,NJ,Passenger,0,1,1,13,14,7.14
July 31 2020,Charles,MD,Passenger,1,1,2,76,78,2.56
July 31 2020,Charleston,SC,Passenger,2,0,2,100,102,1.96
July 31 2020,Travis,TX,Passenger,2,1,3,171,174,1.72
July 31 2020,Ventura,CA,Passenger,1,2,3,286,289,1.04
July 31 2020,Virginia Beach,VA,Passenger,1,0,1,675,676,0.15
July 31 2020,Walla Walla,WA,Truck,0,0,0,13753,13753,0.00
July 31 2020,Whitman,WA,Passenger,45,49,94,22124,22218,0.42
July 31 2020,Whitman,WA,Truck,0,0,0,8507,8507,0.00
July 31 2020,Williamson,TX,Passenger,0,2,2,133,135,1.48
July 31 2020,Wilson,TX,Passenger,0,1,1,5,6,16.67
August 31 2020,Allegheny,PA,Passenger,1,0,1,69,70,1.43
August 31 2020,Arlington,VA,Passenger,0,2,2,149,151,1.32
August 31 2020,Benton,WA,Truck,0,0,0,43024,43024,0.00
June 30 2020,Lewis,WA,Passenger,102,111,213,58177,58390,0.36
June 30 2020,Montgomery,TX,Passenger,1,0,1,51,52,1.92
June 30 2020,New London,CT,Passenger,1,2,3,250,253,1.19
June 30 2020,Nueces,TX,Passenger,1,0,1,82,83,1.20
June 30 2020,Owyhee,ID,Passenger,1,0,1,3,4,25.00
August 31 2020,Ada,ID,Passenger,0,1,1,256,257,0.39
August 31 2020,Boone,MO,Passenger,0,1,1,10,11,9.09
August 31 2020,Calvert,MD,Passenger,0,2,2,87,89,2.25
August 31 2020,Camden,NJ,Passenger,0,1,1,22,23,4.35
August 31 2020,Clackamas,OR,Passenger,2,0,2,188,190,1.05
August 31 2020,Contra Costa,CA,Passenger,4,3,7,309,316,2.22
May 31 2020,Jefferson,WA,Passenger,233,141,374,24825,25199,1.48
May 31 2020,King,WA,Truck,5,1,6,181419,181425,0.00
May 31 2020,Lee,FL,Passenger,1,0,1,50,51,1.96
May 31 2020,Lincoln,WA,Passenger,4,12,16,7641,7657,0.21
May 31 2020,Loudoun,VA,Passenger,1,0,1,89,90,1.11
July 31 2020,San Diego,CA,Passenger,14,5,19,2781,2800,0.68
July 31 2020,Sedgwick,KS,Passenger,1,1,2,96,98,2.04
July 31 2020,Thurston,WA,Passenger,1176,743,1919,197174,199093,0.96
July 31 2020,Washtenaw,MI,Passenger,1,0,1,36,37,2.70
July 31 2020,Clark,NV,Passenger,2,3,5,673,678,0.74
July 31 2020,Clay,FL,Passenger,0,1,1,83,84,1.19
July 31 2020,Douglas,WA,Truck,0,0,0,12349,12349,0.00
July 31 2020,DuPage,IL,Passenger,3,0,3,59,62,4.84
July 31 2020,Duval,FL,Passenger,0,2,2,365,367,0.54
June 30 2020,Howard,MD,Passenger,0,1,1,74,75,1.33
June 30 2020,Island,WA,Truck,1,0,1,21209,21210,0.00
June 30 2020,Kitsap,WA,Passenger,1332,686,2018,179819,181837,1.11
June 30 2020,Klickitat,WA,Truck,0,0,0,8103,8103,0.00
June 30 2020,Kootenai,ID,Passenger,1,0,1,217,218,0.46
August 31 2020,Bradley,TN,Passenger,1,0,1,1,2,50.00
August 31 2020,Carson City,NV,Passenger,1,0,1,10,11,9.09
August 31 2020,Charleston,SC,Passenger,2,0,2,99,101,1.98
August 31 2020,Clark,WA,Passenger,2135,1076,3211,318261,321472,1.00
August 31 2020,Cumberland,NC,Passenger,0,3,3,462,465,0.65
August 31 2020,District of Columbia,DC,Passenger,2,1,3,197,200,1.50
August 31 2020,DeKalb,IN,Passenger,1,0,1,1,2,50.00
August 31 2020,Douglas,CO,Passenger,0,1,1,79,80,1.25
August 31 2020,Ferry,WA,Truck,0,0,0,3579,3579,0.00
August 31 2020,Franklin,WA,Passenger,66,77,143,60799,60942,0.23
August 31 2020,Hennepin,MN,Passenger,3,0,3,88,91,3.30
August 31 2020,Asotin,WA,Truck,0,0,0,6665,6665,0.00
August 31 2020,Chesapeake,VA,Passenger,0,2,2,421,423,0.47
August 31 2020,Collin,TX,Passenger,1,1,2,121,123,1.63
May 31 2020,Montgomery,PA,Passenger,1,0,1,30,31,3.23
May 31 2020,Pacific,WA,Passenger,31,33,64,15706,15770,0.41
May 31 2020,Pend Oreille,WA,Passenger,7,6,13,9216,9229,0.14
May 31 2020,Pinal,AZ,Passenger,1,0,1,187,188,0.53
May 31 2020,Prince William,VA,Passenger,2,3,5,219,224,2.23
May 31 2020,RÃ­o Grande,PR,Passenger,1,0,1,1,2,50.00
June 30 2020,Portsmouth,VA,Passenger,0,1,1,77,78,1.28
June 30 2020,Richland,SC,Passenger,0,1,1,160,161,0.62
June 30 2020,Saginaw,MI,Passenger,1,0,1,10,11,9.09
June 30 2020,San Juan,WA,Truck,0,0,0,5853,5853,0.00
June 30 2020,Snohomish,WA,Passenger,4435,1765,6200,534554,540754,1.15
June 30 2020,Spokane,WA,Passenger,730,487,1217,315476,316693,0.38
June 30 2020,St. Louis,MO,Passenger,1,0,1,97,98,1.02
June 30 2020,Stafford,VA,Passenger,1,1,2,91,93,2.15
June 30 2020,Suffolk,VA,Passenger,1,0,1,126,127,0.79
June 30 2020,Walla Walla,WA,Passenger,73,62,135,35832,35967,0.38
June 30 2020,Whatcom,WA,Passenger,1064,500,1564,149257,150821,1.04
June 30 2020,Yakima,WA,Passenger,132,119,251,165358,165609,0.15
July 31 2020,Adams,WA,Passenger,9,7,16,12866,12882,0.12
July 31 2020,Adams,WA,Truck,0,0,0,5283,5283,0.00
July 31 2020,Albemarle,VA,Passenger,1,0,1,21,22,4.55
July 31 2020,Anne Arundel,MD,Passenger,0,1,1,412,413,0.24
July 31 2020,Arapahoe,CO,Passenger,1,0,1,129,130,0.77
July 31 2020,Asotin,WA,Truck,0,0,0,6652,6652,0.00
June 30 2020,Lincoln,WA,Truck,0,0,0,4624,4624,0.00
June 30 2020,Montgomery,AL,Passenger,0,1,1,41,42,2.38
June 30 2020,Montgomery,OH,Passenger,0,1,1,48,49,2.04
June 30 2020,Orange,CA,Passenger,7,2,9,501,510,1.76
June 30 2020,Pierce,WA,Truck,0,0,0,142161,142161,0.00
June 30 2020,Polk,FL,Passenger,1,0,1,64,65,1.54
August 31 2020,Juneau,AK,Passenger,0,1,1,27,28,3.57
August 31 2020,Kittitas,WA,Passenger,110,47,157,29766,29923,0.52
August 31 2020,Klamath,OR,Passenger,1,0,1,29,30,3.33
August 31 2020,Lincoln,WA,Truck,0,0,0,4652,4652,0.00
August 31 2020,Maui,HI,Passenger,1,0,1,30,31,3.23
August 31 2020,Montgomery,AL,Passenger,0,1,1,41,42,2.38
August 31 2020,Columbia,WA,Truck,0,0,0,1526,1526,0.00
August 31 2020,DeKalb,GA,Passenger,1,0,1,77,78,1.28
August 31 2020,Franklin,WA,Truck,0,0,0,20187,20187,0.00
August 31 2020,Grays Harbor,WA,Truck,0,0,0,21032,21032,0.00
July 31 2020,Jefferson,WA,Passenger,249,142,391,24738,25129,1.56
July 31 2020,Kent,MI,Passenger,0,1,1,23,24,4.17
July 31 2020,Kitsap,WA,Truck,0,0,0,54149,54149,0.00
July 31 2020,Lewis,WA,Passenger,107,115,222,58139,58361,0.38
August 31 2020,Fresno,CA,Passenger,1,0,1,174,175,0.57
August 31 2020,Fulton,GA,Passenger,1,2,3,100,103,2.91
August 31 2020,Goochland,VA,Passenger,3,2,5,245,250,2.00
August 31 2020,Grays Harbor,WA,Passenger,111,116,227,48353,48580,0.47
August 31 2020,Hamilton,IN,Passenger,1,0,1,40,41,2.44
August 31 2020,Harris,TX,Passenger,1,0,1,215,216,0.46
August 31 2020,Jefferson,NY,Passenger,0,1,1,212,213,0.47
August 31 2020,Kent,MI,Passenger,0,1,1,24,25,4.00
August 31 2020,Lake,IL,Passenger,1,0,1,160,161,0.62
August 31 2020,New Haven,CT,Passenger,0,2,2,35,37,5.41
August 31 2020,San Juan,WA,Passenger,320,100,420,13930,14350,2.93
July 31 2020,Nassau,FL,Passenger,1,0,1,35,36,2.78
July 31 2020,Norfolk,VA,Passenger,2,2,4,352,356,1.12
July 31 2020,Nueces,TX,Passenger,1,0,1,83,84,1.19
July 31 2020,Palm Beach,FL,Passenger,0,1,1,76,77,1.30
July 31 2020,Pinal,AZ,Passenger,1,0,1,179,180,0.56
July 31 2020,Prince William,VA,Passenger,2,3,5,223,228,2.19
June 30 2020,Valencia,NM,Passenger,1,0,1,5,6,16.67
June 30 2020,Ventura,CA,Passenger,1,2,3,285,288,1.04
June 30 2020,Whitman,WA,Truck,0,0,0,8508,8508,0.00
June 30 2020,Williamson,TX,Passenger,0,2,2,136,138,1.45
July 31 2020,Allegheny,PA,Passenger,1,0,1,70,71,1.41
July 31 2020,Benton,WA,Passenger,373,321,694,134310,135004,0.51
July 31 2020,Brevard,FL,Passenger,0,1,1,84,85,1.18
May 31 2020,Skamania,WA,Passenger,30,16,46,8525,8571,0.54
May 31 2020,Solano,CA,Passenger,1,0,1,210,211,0.47
May 31 2020,Tulsa,OK,Passenger,1,1,2,42,44,4.55
May 31 2020,Utah,UT,Passenger,0,1,1,132,133,0.75
May 31 2020,Whatcom,WA,Passenger,1060,497,1557,149309,150866,1.03
May 31 2020,Wilson,TX,Passenger,0,1,1,6,7,14.29
June 30 2020,Allegheny,PA,Passenger,1,0,1,69,70,1.43
July 31 2020,Clackamas,OR,Passenger,2,0,2,195,197,1.02
July 31 2020,DeKalb,IN,Passenger,1,0,1,1,2,50.00
July 31 2020,Erie,NY,Passenger,1,0,1,46,47,2.13
July 31 2020,Franklin,WA,Passenger,65,79,144,60783,60927,0.24
July 31 2020,Franklin,WA,Truck,0,0,0,20095,20095,0.00
July 31 2020,Garfield,WA,Passenger,0,1,1,1351,1352,0.07
June 30 2020,Riverside,CA,Passenger,3,1,4,620,624,0.64
June 30 2020,San Mateo,CA,Passenger,0,1,1,111,112,0.89
June 30 2020,Shasta,CA,Passenger,1,0,1,36,37,2.70
June 30 2020,Shelby,OH,Passenger,0,1,1,1,2,50.00
June 30 2020,Skagit,WA,Truck,1,0,1,32472,32473,0.00
June 30 2020,Stevens,WA,Passenger,36,33,69,30654,30723,0.22
June 30 2020,Sumter,FL,Passenger,0,1,1,9,10,10.00
June 30 2020,Thurston,WA,Truck,0,0,0,55746,55746,0.00
August 31 2020,Jones,GA,Passenger,1,0,1,1,2,50.00
August 31 2020,Kern,CA,Passenger,0,1,1,223,224,0.45
August 31 2020,Kitsap,WA,Passenger,1401,699,2100,179648,181748,1.16
August 31 2020,Kittitas,WA,Truck,0,0,0,14555,14555,0.00
August 31 2020,Klickitat,WA,Truck,0,0,0,8106,8106,0.00
August 31 2020,Middlesex,MA,Passenger,1,1,2,96,98,2.04
August 31 2020,Monroe,IL,Passenger,1,0,1,4,5,20.00
August 31 2020,Montgomery,TX,Passenger,1,0,1,50,51,1.96
August 31 2020,Moore,NC,Passenger,0,2,2,155,157,1.27
August 31 2020,Santa Clara,CA,Passenger,8,2,10,276,286,3.50
August 31 2020,Sedgwick,KS,Passenger,1,1,2,89,91,2.20
August 31 2020,Shelby,TN,Passenger,0,1,1,84,85,1.18
August 31 2020,St. Clair,IL,Passenger,1,0,1,142,143,0.70
August 31 2020,Thurston,WA,Passenger,1195,752,1947,197128,199075,0.98
August 31 2020,Yakima,WA,Truck,0,0,0,60422,60422,0.00
June 30 2020,Carson City,NV,Passenger,1,0,1,10,11,9.09
June 30 2020,Clackamas,OR,Passenger,2,0,2,201,203,0.99
June 30 2020,Columbia,WA,Passenger,4,3,7,2415,2422,0.29
June 30 2020,Contra Costa,CA,Passenger,3,3,6,320,326,1.84
July 31 2020,Rockingham,NH,Passenger,1,0,1,23,24,4.17
July 31 2020,Rogers,OK,Passenger,1,0,1,5,6,16.67
July 31 2020,Santa Cruz,CA,Passenger,1,0,1,32,33,3.03
July 31 2020,Snohomish,WA,Passenger,4584,1775,6359,535619,541978,1.17
July 31 2020,Tulsa,OK,Passenger,1,1,2,40,42,4.76
July 31 2020,Wahkiakum,WA,Passenger,6,6,12,3001,3013,0.40
July 31 2020,Carroll,NH,Passenger,0,1,1,4,5,20.00
July 31 2020,Carson City,NV,Passenger,1,0,1,10,11,9.09
July 31 2020,Cascade,MT,Passenger,0,1,1,54,55,1.82
July 31 2020,Columbia,WA,Passenger,4,3,7,2418,2425,0.29
July 31 2020,Cowlitz,WA,Truck,0,0,0,28878,28878,0.00
July 31 2020,Cumberland,NC,Passenger,0,3,3,466,469,0.64
July 31 2020,Dakota,MN,Passenger,0,1,1,33,34,2.94
July 31 2020,Douglas,NE,Passenger,0,1,1,50,51,1.96
July 31 2020,Fairbanks North Star,AK,Passenger,0,1,1,98,99,1.01
July 31 2020,Fulton,GA,Passenger,1,2,3,101,104,2.88
June 30 2020,Whatcom,WA,Truck,3,0,3,43006,43009,0.01
June 30 2020,Williams,ND,Passenger,0,1,1,11,12,8.33
July 31 2020,Asotin,WA,Passenger,16,12,28,12379,12407,0.23
July 31 2020,Broward,FL,Passenger,2,1,3,107,110,2.73
July 31 2020,Calvert,MD,Passenger,0,2,2,89,91,2.20
August 31 2020,Lewis,WA,Passenger,112,117,229,58207,58436,0.39
August 31 2020,Lewis,WA,Truck,0,0,0,26360,26360,0.00
August 31 2020,Los Angeles,CA,Passenger,8,11,19,983,1002,1.90
August 31 2020,Maricopa,AZ,Passenger,5,8,13,1359,1372,0.95
August 31 2020,Mason,WA,Passenger,162,134,296,47407,47703,0.62
August 31 2020,Mason,WA,Truck,0,0,0,20779,20779,0.00
August 31 2020,Morris,NJ,Passenger,1,0,1,18,19,5.26
August 31 2020,Nassau,FL,Passenger,1,0,1,36,37,2.70
August 31 2020,Newport,RI,Passenger,1,0,1,82,83,1.20
August 31 2020,Norfolk,VA,Passenger,2,2,4,349,353,1.13
August 31 2020,Nueces,TX,Passenger,1,0,1,83,84,1.19
July 31 2020,Harnett,NC,Passenger,1,0,1,200,201,0.50
July 31 2020,Honolulu,HI,Passenger,4,2,6,444,450,1.33
July 31 2020,Howard,MD,Passenger,0,1,1,71,72,1.39
July 31 2020,Jefferson,CO,Passenger,0,1,1,59,60,1.67
July 31 2020,Kern,CA,Passenger,0,1,1,225,226,0.44
July 31 2020,Kitsap,WA,Passenger,1378,696,2074,179888,181962,1.14
July 31 2020,Klamath,OR,Passenger,1,0,1,30,31,3.23
July 31 2020,Lincoln,WA,Truck,0,0,0,4661,4661,0.00
July 31 2020,Loudoun,VA,Passenger,1,0,1,84,85,1.18
September 30 2020,,,Passenger,5,1,6,387,393,1.53
September 30 2020,Boone,MO,Passenger,0,1,1,10,11,9.09
September 30 2020,Camden,NJ,Passenger,0,1,1,23,24,4.17
September 30 2020,Clark,WA,Truck,0,0,0,82868,82868,0.00
July 31 2020,Williams,ND,Passenger,0,1,1,11,12,8.33
August 31 2020,Asotin,WA,Passenger,17,14,31,12357,12388,0.25
August 31 2020,Brevard,FL,Passenger,0,1,1,81,82,1.22
August 31 2020,New London,CT,Passenger,1,2,3,244,247,1.21
August 31 2020,Okaloosa,FL,Passenger,0,1,1,142,143,0.70
August 31 2020,Orange,CA,Passenger,6,2,8,484,492,1.63
August 31 2020,Pacific,WA,Truck,0,0,0,7725,7725,0.00
August 31 2020,Pend Oreille,WA,Truck,0,0,0,5748,5748,0.00
August 31 2020,Pima,AZ,Passenger,3,1,4,333,337,1.19
August 31 2020,Placer,CA,Passenger,2,0,2,85,87,2.30
August 31 2020,Ramsey,MN,Passenger,1,0,1,37,38,2.63
August 31 2020,Riverside,CA,Passenger,3,0,3,610,613,0.49
August 31 2020,Saginaw,MI,Passenger,1,0,1,9,10,10.00
August 31 2020,San Juan,WA,Truck,0,0,0,5837,5837,0.00
August 31 2020,Stafford,VA,Passenger,1,1,2,90,92,2.17
June 30 2020,Cumberland,NC,Passenger,0,3,3,465,468,0.64
June 30 2020,Douglas,NE,Passenger,0,1,1,52,53,1.89
June 30 2020,Fairbanks North Star,AK,Passenger,0,1,1,99,100,1.00
June 30 2020,Ferry,WA,Truck,0,0,0,3553,3553,0.00
June 30 2020,Franklin,WA,Passenger,60,76,136,60647,60783,0.22
June 30 2020,Grays Harbor,WA,Passenger,106,111,217,48141,48358,0.45
June 30 2020,Harrison,MS,Passenger,1,0,1,56,57,1.75
June 30 2020,Hennepin,MN,Passenger,3,0,3,85,88,3.41
August 31 2020,Denver,CO,Passenger,1,0,1,116,117,0.85
August 31 2020,Douglas,WA,Truck,0,0,0,12336,12336,0.00
August 31 2020,El Paso,CO,Passenger,2,0,2,726,728,0.27
August 31 2020,El Paso,TX,Passenger,3,0,3,416,419,0.72
August 31 2020,Garfield,WA,Truck,0,0,0,994,994,0.00
August 31 2020,Guadalupe,TX,Passenger,1,0,1,60,61,1.64
August 31 2020,Gwinnett,GA,Passenger,1,0,1,72,73,1.37
July 31 2020,Montgomery,AL,Passenger,0,1,1,42,43,2.33
July 31 2020,New London,CT,Passenger,1,2,3,245,248,1.21
July 31 2020,Orange,CA,Passenger,7,2,9,491,500,1.80
July 31 2020,Richland,SC,Passenger,0,1,1,155,156,0.64
July 31 2020,Riverside,CA,Passenger,3,1,4,611,615,0.65
July 31 2020,Salt Lake,UT,Passenger,0,1,1,181,182,0.55
July 31 2020,San Juan,WA,Passenger,311,94,405,13959,14364,2.82
July 31 2020,Chelan,WA,Passenger,240,82,322,54231,54553,0.59
July 31 2020,Clallam,WA,Passenger,237,169,406,50054,50460,0.80
July 31 2020,Denton,TX,Passenger,1,0,1,89,90,1.11
July 31 2020,El Paso,CO,Passenger,2,0,2,734,736,0.27
July 31 2020,Fairfax,VA,Passenger,4,3,7,740,747,0.94
July 31 2020,Grant,WA,Truck,0,0,0,27179,27179,0.00
July 31 2020,Grant,WA,Passenger,61,75,136,65287,65423,0.21
July 31 2020,Grays Harbor,WA,Passenger,109,112,221,48281,48502,0.46
July 31 2020,Island,WA,Truck,1,0,1,21232,21233,0.00
July 31 2020,Jefferson,NY,Passenger,0,1,1,212,213,0.47
July 31 2020,Kootenai,ID,Passenger,1,0,1,215,216,0.46
July 31 2020,Lewis,WA,Truck,0,0,0,26283,26283,0.00
July 31 2020,Los Angeles,CA,Passenger,7,11,18,981,999,1.80
September 30 2020,Denver,CO,Passenger,1,0,1,115,116,0.86
September 30 2020,Deschutes,OR,Passenger,1,0,1,124,125,0.80
September 30 2020,Douglas,WA,Passenger,79,45,124,28043,28167,0.44
September 30 2020,Douglas,WA,Truck,0,0,0,12377,12377,0.00
September 30 2020,El Dorado,CA,Passenger,1,0,1,33,34,2.94
September 30 2020,Frederick,MD,Passenger,1,1,2,72,74,2.70
September 30 2020,Grant,WA,Passenger,67,80,147,65586,65733,0.22
September 30 2020,Gwinnett,GA,Passenger,1,0,1,69,70,1.43
August 31 2020,Putnam,TN,Passenger,0,1,1,3,4,25.00
August 31 2020,Santa Cruz,CA,Passenger,1,0,1,33,34,2.94
August 31 2020,Sarasota,FL,Passenger,2,0,2,23,25,8.00
August 31 2020,Snohomish,WA,Passenger,4646,1782,6428,536093,542521,1.18
August 31 2020,Snohomish,WA,Truck,0,0,0,124599,124599,0.00
August 31 2020,Spartanburg,SC,Passenger,0,1,1,48,49,2.04
August 31 2020,Twin Falls,ID,Passenger,0,1,1,22,23,4.35
August 31 2020,Vigo,IN,Passenger,1,0,1,5,6,16.67
August 31 2020,Wahkiakum,WA,Passenger,6,6,12,3028,3040,0.39
August 31 2020,Wahkiakum,WA,Truck,0,0,0,1745,1745,0.00
August 31 2020,Suffolk,VA,Passenger,1,0,1,124,125,0.80
August 31 2020,Valencia,NM,Passenger,1,0,1,6,7,14.29
August 31 2020,Ventura,CA,Passenger,1,2,3,286,289,1.04
August 31 2020,Yakima,WA,Passenger,146,122,268,166133,166401,0.16
September 30 2020,Adams,WA,Passenger,8,7,15,12919,12934,0.12
September 30 2020,Arapahoe,CO,Passenger,1,0,1,129,130,0.77
September 30 2020,Arlington,VA,Passenger,0,2,2,147,149,1.34
September 30 2020,Bartow,GA,Passenger,0,1,1,4,5,20.00
July 31 2020,Juneau,AK,Passenger,0,1,1,29,30,3.33
July 31 2020,King,WA,Truck,7,1,8,182959,182967,0.00
July 31 2020,Lee,FL,Passenger,1,0,1,50,51,1.96
September 30 2020,Juneau,AK,Passenger,0,1,1,28,29,3.45
September 30 2020,Lake,FL,Passenger,1,0,1,24,25,4.00
September 30 2020,Maui,HI,Passenger,1,0,1,29,30,3.33
July 31 2020,San Juan,WA,Truck,0,0,0,5843,5843,0.00
July 31 2020,Solano,CA,Passenger,1,0,1,211,212,0.47
July 31 2020,Stafford,VA,Passenger,1,1,2,90,92,2.17
July 31 2020,Sumter,FL,Passenger,0,1,1,9,10,10.00
