Date,County,State,Vehicle Primary Use,Battery Electric Vehicles (BEVs),Plug-In Hybrid Electric Vehicles (PHEVs),Electric Vehicle (EV) Total,Non-Electric Vehicle Total,Total Vehicles,Percent Electric Vehicles
August 31 2021,Burlington,NJ,Passenger,0,1,1,123,124,0.81
August 31 2021,Cape May,NJ,Passenger,0,1,1,8,9,11.11
August 31 2021,Clark,WA,Passenger,3073,1472,4545,322129,326674,1.39
August 31 2021,DeKalb,GA,Passenger,1,0,1,59,60,1.67
August 31 2021,District of Columbia,DC,Passenger,5,1,6,196,202,2.97
September 30 2021,Polk,FL,Passenger,1,0,1,56,57,1.75
September 30 2021,Powhatan,VA,Passenger,1,0,1,1,2,50.00
September 30 2021,Richmond,GA,Passenger,0,1,1,76,77,1.30
September 30 2021,San Joaquin,CA,Passenger,1,1,2,97,99,2.02
September 30 2021,San Mateo,CA,Passenger,1,0,1,89,90,1.11
September 30 2021,Skagit,WA,Truck,1,0,1,32934,32935,0.00
September 30 2021,Spokane,WA,Truck,0,0,0,102578,102578,0.00
September 30 2021,Stevens,WA,Passenger,51,42,93,30331,30424,0.31
September 30 2021,Stevens,WA,Truck,0,0,0,18895,18895,0.00
September 30 2021,Suffolk,MA,Passenger,0,2,2,27,29,6.90
September 30 2021,Milwaukee,WI,Passenger,1,0,1,39,40,2.50
September 30 2021,Montgomery,MD,Passenger,3,2,5,210,215,2.33
September 30 2021,Montgomery,TX,Passenger,1,1,2,37,39,5.13
September 30 2021,Multnomah,OR,Passenger,2,6,8,625,633,1.26
September 30 2021,Newport,RI,Passenger,1,0,1,73,74,1.35
September 30 2021,Orange,FL,Passenger,1,0,1,108,109,0.92
September 30 2021,Pend Oreille,WA,Truck,0,0,0,5690,5690,0.00
September 30 2021,Placer,CA,Passenger,2,0,2,71,73,2.74
September 30 2021,Saginaw,MI,Passenger,1,0,1,5,6,16.67
September 30 2021,San Diego,CA,Passenger,16,8,24,2507,2531,0.95
August 31 2021,Okanogan,WA,Passenger,66,45,111,26479,26590,0.42
August 31 2021,Pend Oreille,WA,Passenger,16,7,23,9245,9268,0.25
August 31 2021,Penobscot,ME,Passenger,0,1,1,8,9,11.11
August 31 2021,Plaquemines,LA,Passenger,0,1,1,16,17,5.88
August 31 2021,Queens,NY,Passenger,2,0,2,47,49,4.08
August 31 2021,San Francisco,CA,Passenger,0,1,1,82,83,1.20
August 31 2021,Santa Clara,CA,Passenger,8,2,10,246,256,3.91
August 31 2021,Saratoga,NY,Passenger,1,0,1,42,43,2.33
August 31 2021,Skamania,WA,Truck,0,0,0,4036,4036,0.00
August 31 2021,Snohomish,WA,Truck,1,0,1,126027,126028,0.00
August 31 2021,Sonoma,CA,Passenger,0,1,1,82,83,1.20
October 31 2021,Washington,MD,Passenger,2,0,2,13,15,13.33
October 31 2021,Whatcom,WA,Passenger,1581,647,2228,150456,152684,1.46
October 31 2021,Wichita,TX,Passenger,1,0,1,43,44,2.27
October 31 2021,Wilson,TX,Passenger,0,1,1,2,3,33.33
November 30 2021,Allegheny,PA,Passenger,1,1,2,57,59,3.39
August 31 2021,Clallam,WA,Truck,1,0,1,22026,22027,0.00
August 31 2021,DuPage,IL,Passenger,1,0,1,52,53,1.89
August 31 2021,El Paso,CO,Passenger,3,0,3,685,688,0.44
August 31 2021,Erie,NY,Passenger,1,0,1,37,38,2.63
August 31 2021,Garfield,WA,Passenger,0,3,3,1369,1372,0.22
August 31 2021,Harrison,MS,Passenger,2,0,2,55,57,3.51
October 31 2021,Chelan,WA,Truck,0,0,0,23077,23077,0.00
October 31 2021,Coryell,TX,Passenger,1,0,1,110,111,0.90
October 31 2021,Cowlitz,WA,Passenger,258,154,412,71860,72272,0.57
October 31 2021,Flathead,MT,Passenger,1,0,1,43,44,2.27
October 31 2021,Goochland,VA,Passenger,3,2,5,191,196,2.55
October 31 2021,Hamilton,IN,Passenger,2,0,2,29,31,6.45
October 31 2021,Hamilton,OH,Passenger,1,0,1,34,35,2.86
September 30 2021,Whatcom,WA,Truck,4,0,4,43813,43817,0.01
September 30 2021,Wichita,TX,Passenger,1,0,1,41,42,2.38
October 31 2021,Alexandria,VA,Passenger,2,0,2,125,127,1.57
October 31 2021,Bartow,GA,Passenger,0,1,1,3,4,25.00
October 31 2021,Burlington,NJ,Passenger,0,1,1,119,120,0.83
October 31 2021,Calvert,MD,Passenger,0,2,2,83,85,2.35
July 31 2021,Snohomish,WA,Truck,1,0,1,126206,126207,0.00
July 31 2021,Spartanburg,SC,Passenger,0,1,1,51,52,1.92
July 31 2021,Vigo,IN,Passenger,1,0,1,5,6,16.67
July 31 2021,Wahkiakum,WA,Passenger,15,8,23,3092,3115,0.74
July 31 2021,Wahkiakum,WA,Truck,0,0,0,1794,1794,0.00
August 31 2021,,,Passenger,3,1,4,378,382,1.05
August 31 2021,Fairfax,VA,Passenger,5,4,9,682,691,1.30
August 31 2021,Ferry,WA,Passenger,9,3,12,4389,4401,0.27
August 31 2021,Fresno,CA,Passenger,1,0,1,163,164,0.61
August 31 2021,Geary,KS,Passenger,1,0,1,95,96,1.04
August 31 2021,Howard,IN,Passenger,0,1,1,5,6,16.67
August 31 2021,Howard,MD,Passenger,0,1,1,60,61,1.64
August 31 2021,Kitsap,WA,Passenger,1952,889,2841,180718,183559,1.55
August 31 2021,Klickitat,WA,Truck,0,0,0,8331,8331,0.00
August 31 2021,Larimer,CO,Passenger,1,0,1,49,50,2.00
September 30 2021,San Juan,WA,Truck,0,0,0,5983,5983,0.00
September 30 2021,Skamania,WA,Truck,0,0,0,4043,4043,0.00
September 30 2021,Yakima,WA,Passenger,257,164,421,168972,169393,0.25
October 31 2021,,,Passenger,3,1,4,361,365,1.10
October 31 2021,Albemarle,VA,Passenger,1,0,1,20,21,4.76
November 30 2021,Carson City,NV,Passenger,1,0,1,8,9,11.11
November 30 2021,Clackamas,OR,Passenger,2,0,2,166,168,1.19
November 30 2021,Columbia,WA,Passenger,6,2,8,2459,2467,0.32
November 30 2021,Contra Costa,CA,Passenger,1,4,5,271,276,1.81
November 30 2021,Cook,IL,Passenger,2,0,2,194,196,1.02
November 30 2021,Cumberland,NC,Passenger,1,2,3,408,411,0.73
November 30 2021,Douglas,NE,Passenger,1,1,2,45,47,4.26
November 30 2021,Fairbanks North Star,AK,Passenger,0,1,1,79,80,1.25
November 30 2021,Ferry,WA,Truck,0,0,0,3600,3600,0.00
August 31 2021,Kings,NY,Passenger,1,0,1,66,67,1.49
August 31 2021,Kitsap,WA,Truck,0,0,0,54406,54406,0.00
August 31 2021,Lake,IL,Passenger,2,0,2,156,158,1.27
August 31 2021,Lewis,WA,Passenger,181,151,332,59648,59980,0.55
August 31 2021,Manassas,VA,Passenger,0,1,1,6,7,14.29
August 31 2021,Vigo,IN,Passenger,1,0,1,5,6,16.67
August 31 2021,Wahkiakum,WA,Truck,0,0,0,1802,1802,0.00
August 31 2021,Walla Walla,WA,Truck,0,0,0,14081,14081,0.00
August 31 2021,Washington,MD,Passenger,2,0,2,13,15,13.33
August 31 2021,Whatcom,WA,Passenger,1520,629,2149,150516,152665,1.41
August 31 2021,Whitman,WA,Truck,0,0,0,8575,8575,0.00
August 31 2021,Williamson,TX,Passenger,0,2,2,98,100,2.00
August 31 2021,Wilson,TX,Passenger,0,1,1,3,4,25.00
September 30 2021,,,Passenger,3,1,4,367,371,1.08
September 30 2021,Bexar,TX,Passenger,3,4,7,502,509,1.38
August 31 2021,Leavenworth,KS,Passenger,0,1,1,117,118,0.85
August 31 2021,Montgomery,OH,Passenger,0,1,1,55,56,1.79
August 31 2021,Moore,NC,Passenger,0,1,1,124,125,0.80
August 31 2021,Oldham,KY,Passenger,0,1,1,4,5,20.00
August 31 2021,Orange,CA,Passenger,5,2,7,412,419,1.67
August 31 2021,Philadelphia,PA,Passenger,1,0,1,45,46,2.17
August 31 2021,Pima,AZ,Passenger,1,1,2,264,266,0.75
August 31 2021,Polk,FL,Passenger,1,0,1,56,57,1.75
August 31 2021,Boone,MO,Passenger,0,1,1,10,11,9.09
August 31 2021,Boulder,CO,Passenger,0,1,1,39,40,2.50
August 31 2021,Bucks,PA,Passenger,1,0,1,14,15,6.67
August 31 2021,Camden,NJ,Passenger,0,1,1,14,15,6.67
August 31 2021,Clark,NV,Passenger,4,3,7,599,606,1.16
August 31 2021,Collin,TX,Passenger,1,1,2,106,108,1.85
August 31 2021,Columbia,WA,Truck,0,0,0,1539,1539,0.00
August 31 2021,Douglas,OR,Passenger,1,0,1,31,32,3.12
August 31 2021,Douglas,WA,Truck,0,0,0,12684,12684,0.00
August 31 2021,Duval,FL,Passenger,0,2,2,331,333,0.60
October 31 2021,Contra Costa,CA,Passenger,1,4,5,273,278,1.80
October 31 2021,Cook,IL,Passenger,2,0,2,197,199,1.01
October 31 2021,Dallas,TX,Passenger,1,0,1,146,147,0.68
October 31 2021,Douglas,WA,Passenger,103,51,154,28579,28733,0.54
October 31 2021,Ferry,WA,Passenger,11,3,14,4446,4460,0.31
October 31 2021,Fort Bend,TX,Passenger,1,0,1,36,37,2.70
October 31 2021,Grant,WA,Truck,0,0,0,28022,28022,0.00
October 31 2021,Asotin,WA,Truck,0,0,0,6747,6747,0.00
October 31 2021,Benton,WA,Passenger,595,426,1021,136021,137042,0.75
October 31 2021,Bernalillo,NM,Passenger,1,0,1,110,111,0.90
October 31 2021,Carroll,MD,Passenger,0,1,1,16,17,5.88
October 31 2021,Collin,TX,Passenger,1,0,1,101,102,0.98
October 31 2021,Columbia,WA,Truck,0,0,0,1537,1537,0.00
October 31 2021,Cowlitz,WA,Truck,0,1,1,29072,29073,0.00
August 31 2021,Nueces,TX,Passenger,1,0,1,67,68,1.47
August 31 2021,Okanogan,WA,Truck,0,0,0,16756,16756,0.00
August 31 2021,Owyhee,ID,Passenger,1,0,1,2,3,33.33
August 31 2021,Platte,MO,Passenger,1,0,1,15,16,6.25
August 31 2021,Prince George's,MD,Passenger,2,1,3,135,138,2.17
October 31 2021,Harris,TX,Passenger,1,1,2,168,170,1.18
October 31 2021,Hawaii,HI,Passenger,1,0,1,41,42,2.38
October 31 2021,Island,WA,Passenger,679,334,1013,63106,64119,1.58
October 31 2021,Island,WA,Truck,0,0,0,21570,21570,0.00
October 31 2021,Jefferson,NY,Passenger,0,1,1,207,208,0.48
October 31 2021,Lewis,WA,Passenger,194,158,352,59633,59985,0.59
October 31 2021,Mason,WA,Passenger,246,156,402,47902,48304,0.83
October 31 2021,Mason,WA,Truck,0,0,0,21288,21288,0.00
September 30 2021,Collin,TX,Passenger,1,0,1,103,104,0.96
September 30 2021,Cowlitz,WA,Passenger,246,154,400,72038,72438,0.55
September 30 2021,Ferry,WA,Truck,0,0,0,3592,3592,0.00
September 30 2021,Flathead,MT,Passenger,1,0,1,43,44,2.27
October 31 2021,Hennepin,MN,Passenger,3,0,3,68,71,4.23
October 31 2021,Hillsborough,FL,Passenger,0,1,1,142,143,0.70
October 31 2021,Juneau,AK,Passenger,0,1,1,27,28,3.57
October 31 2021,Kittitas,WA,Passenger,193,72,265,29847,30112,0.88
October 31 2021,Larimer,CO,Passenger,1,0,1,50,51,1.96
August 31 2021,Gwinnett,GA,Passenger,1,0,1,58,59,1.69
August 31 2021,Jefferson,WA,Passenger,350,183,533,24860,25393,2.10
August 31 2021,Kings,CA,Passenger,1,0,1,322,323,0.31
October 31 2021,Essex,NJ,Passenger,2,0,2,10,12,16.67
October 31 2021,Franklin,WA,Truck,0,0,0,20773,20773,0.00
October 31 2021,Garfield,WA,Passenger,0,3,3,1355,1358,0.22
August 31 2021,Lake,FL,Passenger,1,0,1,23,24,4.17
August 31 2021,Lane,OR,Passenger,0,1,1,119,120,0.83
August 31 2021,Las Animas,CO,Passenger,1,0,1,0,1,100.00
August 31 2021,Missoula,MT,Passenger,1,0,1,52,53,1.89
August 31 2021,Okaloosa,FL,Passenger,0,1,1,114,115,0.87
August 31 2021,Pacific,WA,Truck,0,0,0,7973,7973,0.00
November 30 2021,Franklin,WA,Passenger,154,103,257,62285,62542,0.41
November 30 2021,Grays Harbor,WA,Passenger,191,155,346,49507,49853,0.69
November 30 2021,Harrison,MS,Passenger,2,0,2,50,52,3.85
November 30 2021,Hennepin,MN,Passenger,3,0,3,64,67,4.48
November 30 2021,Hillsborough,FL,Passenger,0,1,1,138,139,0.72
November 30 2021,Kittitas,WA,Passenger,196,75,271,29846,30117,0.90
November 30 2021,Klamath,OR,Passenger,1,0,1,26,27,3.70
November 30 2021,Klickitat,WA,Passenger,88,52,140,15351,15491,0.90
November 30 2021,Lewis,WA,Truck,0,0,0,26722,26722,0.00
August 31 2021,Riverside,CA,Passenger,5,1,6,526,532,1.13
August 31 2021,Sacramento,CA,Passenger,2,0,2,216,218,0.92
August 31 2021,San Luis Obispo,CA,Passenger,1,0,1,59,60,1.67
August 31 2021,San Mateo,CA,Passenger,1,0,1,94,95,1.05
August 31 2021,Sarasota,FL,Passenger,2,0,2,28,30,6.67
August 31 2021,Shelby,OH,Passenger,0,1,1,2,3,33.33
August 31 2021,Stafford,VA,Passenger,2,1,3,96,99,3.03
August 31 2021,Stevens,WA,Passenger,48,44,92,30289,30381,0.30
August 31 2021,Suffolk,VA,Passenger,1,0,1,123,124,0.81
August 31 2021,Thurston,WA,Truck,0,0,0,56435,56435,0.00
August 31 2021,Travis,TX,Passenger,3,3,6,143,149,4.03
August 31 2021,Whitman,WA,Passenger,63,52,115,21933,22048,0.52
August 31 2021,Sevier,AR,Passenger,0,1,1,0,1,100.00
August 31 2021,Snohomish,WA,Passenger,6310,2137,8447,539464,547911,1.54
August 31 2021,Spokane,WA,Passenger,1158,684,1842,326110,327952,0.56
August 31 2021,St. Louis,MO,Passenger,1,0,1,78,79,1.27
August 31 2021,Ulster,NY,Passenger,1,0,1,8,9,11.11
September 30 2021,Harrison,MS,Passenger,2,0,2,54,56,3.57
September 30 2021,Hawaii,HI,Passenger,1,0,1,42,43,2.33
September 30 2021,Island,WA,Passenger,661,330,991,63241,64232,1.54
September 30 2021,Jefferson,WA,Truck,0,0,0,9620,9620,0.00
September 30 2021,Klickitat,WA,Passenger,83,51,134,15393,15527,0.86
August 31 2021,Powhatan,VA,Passenger,1,0,1,1,2,50.00
August 31 2021,Prince William,VA,Passenger,1,1,2,204,206,0.97
August 31 2021,Rockdale,GA,Passenger,1,0,1,8,9,11.11
August 31 2021,Rockingham,NH,Passenger,1,0,1,21,22,4.55
August 31 2021,Rogers,OK,Passenger,1,0,1,4,5,20.00
August 31 2021,Suffolk,MA,Passenger,0,2,2,28,30,6.67
August 31 2021,Sumter,SC,Passenger,0,1,1,34,35,2.86
August 31 2021,Thurston,WA,Passenger,1715,907,2622,197826,200448,1.31
September 30 2021,Albemarle,VA,Passenger,1,0,1,20,21,4.76
September 30 2021,Anchorage,AK,Passenger,1,0,1,136,137,0.73
September 30 2021,Anne Arundel,MD,Passenger,5,3,8,369,377,2.12
September 30 2021,Calvert,MD,Passenger,0,2,2,85,87,2.30
September 30 2021,Champaign,IL,Passenger,1,0,1,11,12,8.33
September 30 2021,Douglas,CO,Passenger,0,1,1,76,77,1.30
October 31 2021,Montgomery,MD,Passenger,3,2,5,210,215,2.33
October 31 2021,Multnomah,OR,Passenger,2,6,8,624,632,1.27
October 31 2021,Nassau,NY,Passenger,2,0,2,25,27,7.41
October 31 2021,New Haven,CT,Passenger,0,2,2,29,31,6.45
October 31 2021,Okanogan,WA,Passenger,66,44,110,26577,26687,0.41
October 31 2021,Oldham,KY,Passenger,0,1,1,4,5,20.00
October 31 2021,Sacramento,CA,Passenger,2,0,2,218,220,0.91
October 31 2021,San Diego,CA,Passenger,16,8,24,2478,2502,0.96
October 31 2021,San Francisco,CA,Passenger,0,1,1,79,80,1.25
November 30 2021,Los Angeles,CA,Passenger,10,7,17,835,852,2.00
November 30 2021,Maricopa,AZ,Passenger,7,3,10,1052,1062,0.94
November 30 2021,Montgomery,MD,Passenger,3,2,5,207,212,2.36
November 30 2021,Montgomery,PA,Passenger,2,0,2,21,23,8.70
November 30 2021,Plaquemines,LA,Passenger,0,1,1,17,18,5.56
November 30 2021,Prince George's,MD,Passenger,2,1,3,139,142,2.11
November 30 2021,Randolph,NC,Passenger,1,0,1,5,6,16.67
October 31 2021,Kern,CA,Passenger,0,1,1,198,199,0.50
October 31 2021,Kitsap,WA,Passenger,2042,917,2959,180705,183664,1.61
October 31 2021,Klickitat,WA,Truck,0,0,0,8316,8316,0.00
October 31 2021,Manassas,VA,Passenger,0,1,1,6,7,14.29
October 31 2021,Montgomery,TX,Passenger,1,1,2,38,40,5.00
October 31 2021,New London,CT,Passenger,1,4,5,216,221,2.26
October 31 2021,Okaloosa,FL,Passenger,0,1,1,115,116,0.86
October 31 2021,Orange,CA,Passenger,5,2,7,399,406,1.72
October 31 2021,Orange,FL,Passenger,1,0,1,107,108,0.93
September 30 2021,Pacific,WA,Truck,0,0,0,7997,7997,0.00
September 30 2021,Pierce,WA,Passenger,3877,2069,5946,559151,565097,1.05
September 30 2021,Platte,MO,Passenger,1,0,1,15,16,6.25
September 30 2021,Portsmouth,VA,Passenger,0,1,1,78,79,1.27
September 30 2021,Prince George's,MD,Passenger,2,1,3,135,138,2.17
September 30 2021,Randolph,NC,Passenger,1,0,1,5,6,16.67
September 30 2021,Rockdale,GA,Passenger,1,0,1,7,8,12.50
August 31 2021,Washington,OR,Passenger,1,0,1,365,366,0.27
August 31 2021,Williams,ND,Passenger,0,1,1,7,8,12.50
September 30 2021,Allegheny,PA,Passenger,1,1,2,61,63,3.17
September 30 2021,Benton,WA,Truck,0,0,0,43678,43678,0.00
September 30 2021,Alameda,CA,Passenger,4,0,4,220,224,1.79
September 30 2021,Arlington,VA,Passenger,1,1,2,133,135,1.48
September 30 2021,Boulder,CO,Passenger,0,1,1,39,40,2.50
September 30 2021,Burlington,NJ,Passenger,0,1,1,118,119,0.84
September 30 2021,Cape May,NJ,Passenger,0,1,1,8,9,11.11
September 30 2021,Charles,MD,Passenger,1,1,2,69,71,2.82
September 30 2021,Charleston,SC,Passenger,2,1,3,84,87,3.45
September 30 2021,Chelan,WA,Passenger,375,104,479,54762,55241,0.87
September 30 2021,Clallam,WA,Passenger,359,229,588,50563,51151,1.15
September 30 2021,Clark,NV,Passenger,4,3,7,590,597,1.17
October 31 2021,New York,NY,Passenger,1,0,1,38,39,2.56
October 31 2021,Newport,RI,Passenger,1,0,1,71,72,1.39
October 31 2021,Norfolk,VA,Passenger,3,3,6,318,324,1.85
October 31 2021,Nueces,TX,Passenger,1,0,1,64,65,1.54
October 31 2021,Pierce,WA,Passenger,4001,2085,6086,558040,564126,1.08
October 31 2021,Pierce,WA,Truck,0,0,0,145264,145264,0.00
October 31 2021,Pinellas,FL,Passenger,0,1,1,90,91,1.10
October 31 2021,Portsmouth,VA,Passenger,0,1,1,78,79,1.27
October 31 2021,Ray,MO,Passenger,0,1,1,1,2,50.00
October 31 2021,Richmond,NY,Passenger,1,0,1,6,7,14.29
October 31 2021,Santa Cruz,CA,Passenger,1,0,1,26,27,3.70
October 31 2021,Saratoga,NY,Passenger,1,0,1,41,42,2.38
October 31 2021,Sevier,AR,Passenger,0,1,1,0,1,100.00
October 31 2021,Skagit,WA,Passenger,649,295,944,91483,92427,1.02
October 31 2021,Skagit,WA,Truck,1,0,1,32837,32838,0.00
October 31 2021,Snohomish,WA,Passenger,6655,2197,8852,538841,547693,1.62
October 31 2021,Spartanburg,SC,Passenger,0,1,1,48,49,2.04
October 31 2021,Spokane,WA,Passenger,1218,727,1945,326604,328549,0.59
October 31 2021,Pacific,WA,Truck,0,0,0,7990,7990,0.00
October 31 2021,Philadelphia,PA,Passenger,1,0,1,41,42,2.38
October 31 2021,Powhatan,VA,Passenger,1,0,1,1,2,50.00
October 31 2021,Richmond,GA,Passenger,0,1,1,75,76,1.32
October 31 2021,Riverside,CA,Passenger,5,1,6,510,516,1.16
October 31 2021,Saginaw,MI,Passenger,1,0,1,5,6,16.67
October 31 2021,San Juan,WA,Truck,0,0,0,5976,5976,0.00
October 31 2021,Stafford,VA,Passenger,2,1,3,94,97,3.09
October 31 2021,Suffolk,MA,Passenger,0,2,2,27,29,6.90
October 31 2021,Sumter,SC,Passenger,0,1,1,34,35,2.86
October 31 2021,Tarrant,TX,Passenger,1,0,1,135,136,0.74
September 30 2021,Erie,NY,Passenger,1,0,1,33,34,2.94
September 30 2021,Essex,NJ,Passenger,2,0,2,10,12,16.67
September 30 2021,Fort Bend,TX,Passenger,1,0,1,38,39,2.56
September 30 2021,Garfield,WA,Passenger,0,3,3,1366,1369,0.22
September 30 2021,Garfield,WA,Truck,0,0,0,997,997,0.00
September 30 2021,Harnett,NC,Passenger,1,1,2,160,162,1.23
September 30 2021,Hidalgo,TX,Passenger,0,1,1,53,54,1.85
September 30 2021,Honolulu,HI,Passenger,5,3,8,371,379,2.11
September 30 2021,Houston,GA,Passenger,1,0,1,44,45,2.22
September 30 2021,King,WA,Passenger,32884,9691,42575,1365697,1408272,3.02
September 30 2021,Kings,NY,Passenger,1,0,1,66,67,1.49
September 30 2021,Denton,TX,Passenger,1,0,1,75,76,1.32
September 30 2021,Duval,FL,Passenger,0,2,2,327,329,0.61
September 30 2021,Fairfax,VA,Passenger,5,4,9,679,688,1.31
September 30 2021,Grant,WA,Truck,0,0,0,28015,28015,0.00
October 31 2021,Ulster,NY,Passenger,1,0,1,9,10,10.00
October 31 2021,Yamhill,OR,Passenger,1,0,1,31,32,3.12
November 30 2021,Arlington,VA,Passenger,1,1,2,128,130,1.54
November 30 2021,Bartow,GA,Passenger,0,1,1,3,4,25.00
November 30 2021,Burlington,NJ,Passenger,0,1,1,119,120,0.83
November 30 2021,Calvert,MD,Passenger,0,2,2,82,84,2.38
November 30 2021,San Joaquin,CA,Passenger,1,1,2,95,97,2.06
November 30 2021,San Juan,WA,Passenger,473,147,620,14196,14816,4.18
November 30 2021,Santa Clara,CA,Passenger,7,1,8,233,241,3.32
November 30 2021,Sedgwick,KS,Passenger,1,1,2,80,82,2.44
November 30 2021,Snohomish,WA,Truck,2,0,2,125694,125696,0.00
November 30 2021,Spokane,WA,Truck,0,0,0,102710,102710,0.00
November 30 2021,Thurston,WA,Passenger,1845,950,2795,197183,199978,1.40
November 30 2021,Wilson,TX,Passenger,0,1,1,2,3,33.33
September 30 2021,Skagit,WA,Passenger,641,291,932,91689,92621,1.01
September 30 2021,St. Mary's,MD,Passenger,1,0,1,205,206,0.49
September 30 2021,Sumter,SC,Passenger,0,1,1,34,35,2.86
September 30 2021,Thurston,WA,Passenger,1751,909,2660,197596,200256,1.33
September 30 2021,Wake,NC,Passenger,1,0,1,112,113,0.88
September 30 2021,Washington,OR,Passenger,1,0,1,360,361,0.28
October 31 2021,Anchorage,AK,Passenger,1,0,1,132,133,0.75
October 31 2021,Santa Clara,CA,Passenger,7,2,9,240,249,3.61
October 31 2021,Skamania,WA,Truck,0,0,0,4019,4019,0.00
October 31 2021,St. Clair,IL,Passenger,2,0,2,125,127,1.57
October 31 2021,Travis,TX,Passenger,3,3,6,134,140,4.29
October 31 2021,Walla Walla,WA,Passenger,132,82,214,36366,36580,0.59
October 31 2021,Walla Walla,WA,Truck,0,0,0,14051,14051,0.00
October 31 2021,Whitman,WA,Passenger,63,58,121,21936,22057,0.55
October 31 2021,Yakima,WA,Truck,0,0,0,61675,61675,0.00
November 30 2021,,,Passenger,3,1,4,351,355,1.13
November 30 2021,Wood,OH,Passenger,0,1,1,6,7,14.29
December 31 2021,Alexandria,VA,Passenger,2,0,2,118,120,1.67
December 31 2021,Collin,TX,Passenger,1,0,1,104,105,0.95
September 30 2021,Howard,IN,Passenger,0,1,1,6,7,14.29
September 30 2021,Jefferson,WA,Passenger,358,186,544,24813,25357,2.15
September 30 2021,Kauai,HI,Passenger,1,0,1,17,18,5.56
September 30 2021,King,WA,Truck,5,1,6,183911,183917,0.00
September 30 2021,Lee,FL,Passenger,1,0,1,34,35,2.86
September 30 2021,Missoula,MT,Passenger,1,0,1,52,53,1.89
October 31 2021,Bexar,TX,Passenger,3,5,8,492,500,1.60
October 31 2021,Chesapeake,VA,Passenger,1,3,4,383,387,1.03
September 30 2021,Lincoln,WA,Truck,0,0,0,4785,4785,0.00
September 30 2021,Nassau,NY,Passenger,2,0,2,25,27,7.41
September 30 2021,Okanogan,WA,Passenger,67,44,111,26547,26658,0.42
September 30 2021,Okanogan,WA,Truck,0,0,0,16705,16705,0.00
September 30 2021,Penobscot,ME,Passenger,0,1,1,8,9,11.11
November 30 2021,Bernalillo,NM,Passenger,1,0,1,108,109,0.92
November 30 2021,Camden,NJ,Passenger,0,1,1,14,15,6.67
November 30 2021,Clark,NV,Passenger,4,3,7,563,570,1.23
November 30 2021,Collin,TX,Passenger,1,0,1,103,104,0.96
November 30 2021,Columbia,WA,Truck,0,0,0,1552,1552,0.00
November 30 2021,Charleston,SC,Passenger,2,1,3,80,83,3.61
November 30 2021,Clark,WA,Passenger,3365,1535,4900,320876,325776,1.50
November 30 2021,Columbia,GA,Passenger,0,1,1,107,108,0.93
November 30 2021,Coryell,TX,Passenger,1,0,1,108,109,0.92
November 30 2021,DeKalb,GA,Passenger,1,0,1,56,57,1.75
November 30 2021,District of Columbia,DC,Passenger,5,0,5,189,194,2.58
November 30 2021,Ferry,WA,Passenger,13,3,16,4457,4473,0.36
November 30 2021,Fresno,CA,Passenger,1,0,1,157,158,0.63
September 30 2021,Carroll,NH,Passenger,0,1,1,5,6,16.67
September 30 2021,Carson City,NV,Passenger,1,0,1,10,11,9.09
September 30 2021,Clark,WA,Passenger,3152,1485,4637,321844,326481,1.42
September 30 2021,Clark,WA,Truck,0,0,0,84161,84161,0.00
September 30 2021,Cumberland,NC,Passenger,0,2,2,417,419,0.48
September 30 2021,Danville,VA,Passenger,1,0,1,0,1,100.00
September 30 2021,District of Columbia,DC,Passenger,5,0,5,194,199,2.51
